tweet_id,author_id,created_at,text,image_urls
1907735520714662099,37918984,2025-04-03 10:02:46+00:00,"I encourage investors to do both Planet Microcap/@MicroCapClub Las Vegas and Berkshire Hathaway in Omaha. 

Network with the young, poor, and smart talking about microcaps.

and then go listen to old men talk about mega caps.

Registration closing soon!

https://t.co/e9x5oNXYRw",
1907730196192481337,2587411718,2025-04-03 09:41:37+00:00,"@MicroCapClub @AKWilk @LairdSuperfood Was a real pleasure to be part of this discussion with @LairdSuperfood $LSF CEO and CFO and @AKWilk 
The future has never been brighter and if you want to hear something else than tariffs I’d highly suggest you listen to it",
1907727473845920250,292437206,2025-04-03 09:30:48+00:00,"Our latest business breakdowns in now live. 

@AKWilk and @OlivierColombo sit down with the CEO and CFO of @LairdSuperfood $LSF

In two years, the company has gone from losing $24m on $35m in sales, to producing positive cash flow on $43m in sales.

https://t.co/YjejnYsbZM",
1907476988316561539,1277802174978785280,2025-04-02 16:55:27+00:00,@MicroCapClub @PaulAndreola @EmergingGrowth1  @GraphiteNetwork @drjimjonesceo @investmattallen  @CruxInvestor @capnek123 @Critical_Inv @SunriseTrader @Reformed_Trader @BlueSky77105995 @Geologo_Trader @Machine__Trader @BlackRock @unusual_whales @HedgehogTrader @ResourceWorld https://t.co/2lgCqapm86,
1907465083669696908,37918984,2025-04-02 16:08:09+00:00,@elplanetaf @MicroCapClub Thanks appreciate the kind words and thanks for making the trip 🙏,
1907463189299613757,292437206,2025-04-02 16:00:37+00:00,@SimeonResearch_ @iancassel https://t.co/pGu9B5uvuw,
1907462864450838753,1326166924355571714,2025-04-02 15:59:20+00:00,"I just wanna say thanks to @iancassel and to the @MicroCapClub for all the work they r doing and all the doors they are opening

You really have no clue what this means to me and to our community of Panamanian investors🇵🇦🪐✨😭

Biggest and best community for individual investors https://t.co/8K3S3TjyiS",https://pbs.twimg.com/media/GniqI94WYAAWmfo.png
1907453726337520073,1853523284706340864,2025-04-02 15:23:01+00:00,"@iancassel @MicroCapClub Would be interested to join at some point, criteria?",
1907452432377938401,1888794982053539840,2025-04-02 15:17:53+00:00,"@iancassel @MicroCapClub Had to give credit to  @ShallyWalk  pure textbook execution. I started using his exact entries, Returns topped $160K.",
1907449836187603421,1743949176864751616,2025-04-02 15:07:34+00:00,https://t.co/wfDwvlm13K,
1907445735802728941,1896585067818045440,2025-04-02 14:51:16+00:00,@MicroCapClub Reply 88 to get US stock information https://t.co/50u81kjIt9,
1907444331050319999,292437206,2025-04-02 14:45:41+00:00,@kingdomcapadv https://t.co/ToX7ApGtf9,
1907444111075913795,1380531647829917696,2025-04-02 14:44:49+00:00,@MicroCapClub https://t.co/GmlSa7KdTp,
1907443680757031113,1894757793590398976,2025-04-02 14:43:06+00:00,@MicroCapClub Reply 88 to get US stock information https://t.co/lvUgU4UpGe,
1907442353641504824,37918984,2025-04-02 14:37:50+00:00,"The KPI I pay attention to most on @MicroCapClub isn’t subscriber related or anything monetary. It’s new member applications. This might surprise some because membership is free, but our members are the lifeblood of the community. Every decision we make is for members. We had 37",
1907427140091707753,737390533581123584,2025-04-02 13:37:23+00:00,@MicroCapClub https://t.co/6GxQRYsJWZ,
1907415588185747770,1894757793590398976,2025-04-02 12:51:28+00:00,@MicroCapClub Reply 88 to get US stock information https://t.co/lvUgU4UXvM,
1907414090575671381,35219345,2025-04-02 12:45:31+00:00,😂 https://t.co/C5PCVK2VBe,
1907413873008791922,292437206,2025-04-02 12:44:40+00:00,https://t.co/sbBbUOO175,https://pbs.twimg.com/media/Gnh-yavWQAIh0rN.jpg
1907402813392789652,35624305,2025-04-02 12:00:43+00:00,Keep Throwing Spears https://t.co/45K9CFnacW,
1907399283034493344,1894757793590398976,2025-04-02 11:46:41+00:00,@MicroCapClub Reply 88 to get US stock information https://t.co/lvUgU4UXvM,
1907376247979536796,292437206,2025-04-02 10:15:09+00:00,"New article by Sean Iddings

Every investor has a moment where they have to decide: trust the consensus, or throw the spear.

https://t.co/fxKNxbRR9E",
1907354848577647066,1357025315315474432,2025-04-02 08:50:07+00:00,https://t.co/KNGexQeUU6,
1907245995575967939,2598592686,2025-04-02 01:37:34+00:00,@MicroCapClub 💯,
1907201559286452673,2598592686,2025-04-01 22:41:00+00:00,"@MicroCapClub Without getting into the latest acquisition and preliminary numbers, this mini $BRK called Tiny is a failed experiment. Any other way to dress it up seems incorrect. https://t.co/F9eyKUy8j8",
1907159770945200371,1887785004735864832,2025-04-01 19:54:57+00:00,"@iancassel @MicroCapClub I underestimated  @ShallyWalk  this feels like institutional-grade trading. Once I studied his strategy, Can’t believe I made $160,000.",
1907148452225806390,1897352423607349248,2025-04-01 19:09:58+00:00,"@iancassel @MicroCapClub I stumbled upon this blogger
 @yhesham317
After following him for a while, I found out that he recommends stocks for free every day, I followed his advice, bought the same stocks as him, and made $57,300 after selling them.

I think he is worth following!  👍👍、",
1907148393174212667,1896036374173622273,2025-04-01 19:09:44+00:00,"@iancassel @MicroCapClub If you want to earn dollars in the stock market, I recommend you to follow him @ShawA_rt152. 
🍁🇺🇸🌹.
Friend, if you don't believe it, you can click on the homepage to watch it. I believe you will follow him. After all, I earned more than 7,000 US dollars in a short time.",
1907148349914198208,37918984,2025-04-01 19:09:34+00:00,"On @MicroCapClub I highlighted the profitable companies that have the fewest meeting requests. 
Those are the good targets🎯 https://t.co/dOKpM6zkg3",
1907141547616862227,1887780989046251520,2025-04-01 18:42:32+00:00,"@MicroCapClub The accuracy from  @ShallyWalk  clear and effective approach. Kept my eye on his trades, Pulled in $160K in profits.",
1907127865700921357,1894757793590398976,2025-04-01 17:48:10+00:00,@MicroCapClub Reply 88 to get US stock information https://t.co/lvUgU4UXvM,
1907126799424725497,292437206,2025-04-01 17:43:56+00:00,1070+ meeting requests 💪 https://t.co/yDMecpYNZQ,
1907093032698081527,1523043460172947456,2025-04-01 15:29:45+00:00,@evfcfaddict @MicroCapClub Why not $BJ,
1907091765569499300,1468284391596367872,2025-04-01 15:24:43+00:00,"Cataloging 
https://t.co/i4tc7JV5yV",
1907025792145457217,225852782,2025-04-01 11:02:34+00:00,"BluMetric to Present at the Planet MicroCap Showcase: VEGAS in partnership with MicroCapClub on Wednesday, April 23, 2025

Full Story: https://t.co/uCfvXdPq7v

 #BluMetric $BLM.CA $BLM.V $BLMWF #microcap #water #watertech #Aerospace #AlternativeEnergy #CleanEnergy #Defense #OTC",
1907008775015289141,292437206,2025-04-01 09:54:57+00:00,"These microcap companies have active discussions on our forum in the last 24 hours

$SLYG.F $FTLF $TINY.V $PXHI $ENZ $VSEE $KFS $PAYS $KLNG $MCB.TO $1846.HK $IDR $SBBC.V $VTSI $TOI $WOLF.V $5GN.AX $MPTI $GLOW.V

To view these discussions and more - Join Us
https://t.co/pGu9B5uvuw",
1907006875066843475,37918984,2025-04-01 09:47:24+00:00,"Averaging down is a skill. 

Done well it can be your greatest asset. Done poorly it can mean disaster.

https://t.co/K3p1886M5Z",
1906955087148155189,1461098122885672965,2025-04-01 06:21:36+00:00,@evfcfaddict @MicroCapClub schöner Aprilscherz 😄,
1906936707775385878,1409830967842414598,2025-04-01 05:08:34+00:00,"@evfcfaddict @MicroCapClub I am told Russian stocks are also a safe bet 
lol",
1906935238095163822,1344636083603169280,2025-04-01 05:02:44+00:00,@evfcfaddict @MicroCapClub Happy first of April to you too Andy!,
1906914927987793988,3656110581,2025-04-01 03:42:02+00:00,"@Henry042749242 @MicroCapClub @Andeceparsxd it’s over, don’t you get it…",
1906914430073659702,1895854189739397120,2025-04-01 03:40:03+00:00,"@evfcfaddict @MicroCapClub Systematic execution yielded 62% last month - no indicators, just structured price analysis. For disciplined market strategies, follow @Andeceparsxd.",
1906914161440764185,3656110581,2025-04-01 03:38:59+00:00,"1 stock I‘m gonna buy today:

$COST ultimate safe haven offers a huge margin of safety growing 7% available at just 50x 2026e ev/fcf

1 thing I will do today: 

quit @MicroCapClub because large caps will always win

1 thing I will never do again, starting today April 1: 

spaces https://t.co/UQdoxohcM7",
1906822199216074756,976297820532518914,2025-03-31 21:33:33+00:00,"DHI Group, Inc. to Present at the Planet MicroCap Showcase: VEGAS in partnership with MicroCapClub on Wednesday, April 23, 2025 &amp; 1x1 Meetings on Thursday, April 24, 2025 https://t.co/50PG3ZO1s9 https://t.co/JPb63pUTAT",https://pbs.twimg.com/media/GnZkr4RacAAmpaE.jpg
1906693709954982357,1149168931959128064,2025-03-31 13:02:59+00:00,@Mikko_M_Makinen @hkeskiva @Konecranes https://t.co/QixoF6PvWM,
1906692317232193554,35219345,2025-03-31 12:57:27+00:00,😂 https://t.co/yStSjwRimv,
1906691522755698891,1894757793590398976,2025-03-31 12:54:18+00:00,@MicroCapClub Reply 88 to get US stock information https://t.co/lvUgU4UXvM,
1906690418110058653,292437206,2025-03-31 12:49:54+00:00,https://t.co/L1xYEuNsyR,https://pbs.twimg.com/media/GnXszmfWcAA2X30.jpg
1906655535275167749,1894757793590398976,2025-03-31 10:31:18+00:00,@MicroCapClub @AKWilk @OlivierColombo @LairdSuperfood Reply 88 to get US stock information https://t.co/lvUgU4UXvM,
1906655023859122517,292437206,2025-03-31 10:29:16+00:00,"This week @AKWilk and @OlivierColombo will be sitting down with @LairdSuperfood CEO Jason Vieth along with CFO Anya Hamill $LSF

The community can participate live. https://t.co/oMjsSxPkce",https://pbs.twimg.com/media/GnXMgKLXkAAJCr6.png
1906407844879991010,1424725162067382276,2025-03-30 18:07:04+00:00,"March (ending 28 March) was rough for US Microcaps, 🇺🇸 and YTD.

But Canadian 🇨🇦 and European 🇪🇺 microcaps managing to stay afloat, and then some.

New post @MicroCapClub 

https://t.co/fOiOWPUZ3g https://t.co/pW6LV46bHB",https://pbs.twimg.com/media/GnTrHBNWQAABrA4.png
1906396291417981104,1380531647829917696,2025-03-30 17:21:09+00:00,@DarkfireCapital @vanckzhu @ragnarisapirate Many on @MicroCapClub close to this one,
1906230066012356814,1868970620995686400,2025-03-30 06:20:38+00:00,@MicroCapClub Can't work,
1906189042078929242,57793670,2025-03-30 03:37:37+00:00,🤣 https://t.co/Ju7OH9hCvX,
1906045635393982714,742094350146998272,2025-03-29 18:07:46+00:00,"We've all been there! 
Right @89Olle ? https://t.co/DCzPQ7rtPQ",
1906044552625971296,1424725162067382276,2025-03-29 18:03:28+00:00,"""Foreign"" microcaps listed in the US:

Sector allocation, listing exchanges, and returns

40% of US listed microcaps are domiciled outside of the US (or ""foreign"" stocks).

New post @MicroCapClub 

https://t.co/IOsYvLoM0k https://t.co/RTFTZes0AA",https://pbs.twimg.com/media/GnOgxoCXgAAlg-Q.jpg
1906011685711650869,1523332251982999554,2025-03-29 15:52:52+00:00,@MicroCapClub Did it work though?,
1906011079479533701,1438898018644897800,2025-03-29 15:50:27+00:00,"@MicroCapClub Good thing we did the kitchen, total rehab, increased the resale value of the house.  Would have put it all in on $SOWG.  Dodged a bullet.",
1906010914446320116,1367015968959045635,2025-03-29 15:49:48+00:00,"@MicroCapClub A guy I heard of told his other half that this kitchen cost $40k! 🙈🙈 *

* - it actually cost $10k in real money...but because the stock sold to fund it 4x'd after funding the kitchen

......that is the stuff of agony 🙈🙈🙈",
1906009642414555336,1900505713148940288,2025-03-29 15:44:45+00:00,@MicroCapClub Same here 😄,
1906009319902261357,1894757793590398976,2025-03-29 15:43:28+00:00,@MicroCapClub Reply 88 to get US stock information https://t.co/lvUgU4UXvM,
1906007945294327864,292437206,2025-03-29 15:38:00+00:00,Me explaining to my wife why we should delay remodeling the living room and kitchen to buy more quality microcaps. https://t.co/4f5wXl4oZY,https://pbs.twimg.com/media/GnN_qysXYAAD2Ou.jpg
1905936730621890692,37918984,2025-03-29 10:55:01+00:00,"From a smallcap manager/@MicroCapClub member 🙏

""I've done a ton of conferences over my career and a ton of 1x1's but never experienced a list where I can book a day and a half of 1x1's where I'm genuinely interested in each business either b/c I own or could own."" https://t.co/A4Xv5dwpPZ",
1905935557097587106,292437206,2025-03-29 10:50:22+00:00,"520+ Investors
118 Companies
900+ Meeting Requests

You still have time to join us in Vegas!
https://t.co/TQvsu9ldyr",
1905620120346530056,2377246789,2025-03-28 13:56:56+00:00,"📁@boardwalktechIR CEO Andrew Duncan will be presenting at @PlanetMicroCap w/ @MicroCapClub in Vegas April 23

This interview provides highlights from last 12 months, product roll out, &amp; 2025 value catalysts

Full Video ==&gt; https://t.co/iqQ87Qfc6K

[TSXV: $BWLK.V] [OTCQB: $BWLKF]",
